title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels
“外面枪声滴滴答答，三天三夜都没有停下”,BV1sP411x7hJ,https://b23.tv/BV1sP411x7hJ,深夜摆烂者,4293008,6226,2594,557976,375785,163185,11072,"['大雨还在下', '鬼畜星探企划', '鬼畜', '人力VOCALOID', '李云龙', '亮剑', '人力VOCALOID', '副业小曲']"
【幽明志】斩龙篇,BV1vz4y1p7Rv,https://b23.tv/BV1vz4y1p7Rv,幽明志,1972416,1912,2405,131318,33221,25653,4936,"['动画', '短片·手书', '中国风', '传统文化', '原创', '幽明志']"
射雕英雄传里的那些天花乱坠的美食真的会好吃吗？,BV1rV4y1i7DU,https://b23.tv/BV1rV4y1i7DU,南翔不爱吃饭,8753320,7762,5396,313031,42388,87458,7728,"['炎炎夏日·美食解暑气', '美食', '美食制作', '烹饪', '美食', '射雕英雄传', '美食教程', '南翔不爱吃饭', '失传菜', '四季美食·炎炎夏日·美食解暑气']"
⚡️笨 马 先 摇⚡️,BV1Kc411c71X,https://b23.tv/BV1Kc411c71X,Baka恶魔,1440337,1315,1539,173875,32101,52698,9189,"['1,2,3,4(One, Two, Three, Four) (Fun Radio Edit)', '闪耀吧俺的爱马', '动画', 'MAD·AMV', 'AMV', 'MAD', '鬼畜', '搞笑', '洗脑循环', '魔性', '闪耀优俊少女', '赛马娘', '诗歌剧', '闪耀！优俊少女']"
不拿脸型敷衍你！堪比定制，找到最适合你的变帅发型｜男生造型设计,BV1FV4y1q7te,https://b23.tv/BV1FV4y1q7te,我是路十六,1483878,1396,2353,72308,30083,109597,3968,"['夏日时尚大改造', '时尚', '美妆护肤', '男生发型', '发型', '男生', '刘海', '造型', '男士发型', '发型推荐', '开启暑假的100种方式']"
唯一的芬兰元帅：曼纳海姆（终）【历史调研室41】,BV1XV4y1e7uN,https://b23.tv/BV1XV4y1e7uN,历史调研室,2060178,33388,14461,139152,129632,42293,8255,"['Battlefield 4 ""Warsaw"" Theme', '知识', '人文历史', '德国', '坦克世界', '苏联', '二战', '芬兰']"
我们翻遍城市街头，果然还是网红路牌最土,BV1Fc411F7Nu,https://b23.tv/BV1Fc411F7Nu,康哟喂,1828673,3107,4079,167231,39325,32158,7298,"['解锁假日出行新体验', '生活', '出行', '上海', '人文', '诗', '浪漫', '宛平南路 600 号', '网红', '烟火气', 'citywalk', '开启暑假的100种方式']"
在漫展上COS最可爱的角色，！飙最酷的车！,BV1UV411G7kr,https://b23.tv/BV1UV411G7kr,河野华,3360762,2361,3127,369685,41796,84644,5988,"['CODM少女前线联动', '生活', '日常', '漫展', '4K', 'cosplay', 'CJ', '河野华', 'CODM异界重奏', '宵羽', 'HK416', '鱼白', '使命召唤暑期征稿活动']"
最有感触的一段剧情《因为我已触碰过天空》,BV1TN411a78H,https://b23.tv/BV1TN411a78H,KBShinya,1255106,951,3200,157147,62650,70661,8159,"['因为我已触碰过天空', '崩坏：星穹铁道创作者激励计划', '游戏', '手机游戏', '崩坏：星穹铁道', '游戏音乐', '驭空']"
【蒙太奇说唱】插叙人生,BV1Qj411r7cV,https://b23.tv/BV1Qj411r7cV,陈横竖撇捺,1785663,2150,4525,148964,161373,93481,78731,"['说唱竞技场', '音乐', '原创音乐', 'HIPHOP', '嘻哈', 'RAP', '说唱', '蒙太奇', '李晨曦', '陈木', 'YZH于哲浩', '中文说唱', '新世代音乐人计划女生季']"
【LA LA LAND】一段萦绕七年的旋律,BV1FX4y1E7ag,https://b23.tv/BV1FX4y1E7ag,泡影FoeM,1421846,252,2165,100582,44727,54121,11533,"['Someone In The Crowd', '影视考古大赛', '影视', '影视剪辑', '音乐', '欧美', '电影', '电影剪辑', '爱情', '爱乐之城', '艾玛·斯通', '瑞恩·高斯林', '开启暑假的100种方式']"
上网冲浪，总能遇到一些好厉害的“朋友”,BV1JN41187Tv,https://b23.tv/BV1JN41187Tv,papi酱,3052749,2624,2375,292624,27778,11339,5927,"['搞笑研究所', '生活', '搞笑', '搞笑研究所2023 5.0 爆笑一夏']"
加州旅馆前奏尾奏不插电现场版,BV1N94y1y7X5,https://b23.tv/BV1N94y1y7X5,老黎和小宇豪,1015930,1737,1441,126310,37609,14060,5199,"['Hotel California', '音乐', '演奏', '吉他', '老鹰乐队', '不插电', '加州旅馆']"
《青莲兰陵》胜利从来不是靠一个人就能做到的！！！,BV1ap4y1V7HM,https://b23.tv/BV1ap4y1V7HM,青莲又失利了,7486088,11478,7635,464834,182552,155891,18586,"['Moon Trance', '游戏', '电子竞技', '王者荣耀', '电子竞技', '手机游戏', '兰陵王', '游戏视频', '教学视频', '直播录像', '国服', '青莲', 'MOBA']"
一口气了解韩国经济,BV11X4y17722,https://b23.tv/BV11X4y17722,小Lin说,4334382,26971,6546,177708,59785,42311,15860,"['知识', '财经商业', '经济', '金融', '韩国', '瓦特', '商业']"
Fate/Grand Order Memorial Movie 2023,BV1hj4119731,https://b23.tv/BV1hj4119731,命运-冠位指定,5254254,13067,22268,422137,329326,218052,110713,"['flowers', '游戏', '手机游戏', 'FGO', '手机游戏', '游戏', '周浩嵩', 'Hana Hope', '命运-冠位指定', 'Fate/GrandOrder', 'beyond the tale']"
网络热门生物鉴定49,BV1rV41157nj,https://b23.tv/BV1rV41157nj,无穷小亮的科普日常,11428753,50975,14116,1123323,139934,85800,28650,"['知识', '科学科普', '#亮记生物鉴定']"
【何同学】 为了找到专注的秘诀，我们找500人做了个实验...,BV1fu411G7e3,https://b23.tv/BV1fu411G7e3,老师好我叫何同学,7236184,20840,8653,947128,508865,357828,66513,"['感兴趣就试试', '知识', '校园学习', '学习', '何同学', '老师好我叫何同学', '工作', '专注', '番茄工作法', '听歌学习']"
爆肝10天！我还原了整个狗熊岭！,BV1Pm4y1x7Sj,https://b23.tv/BV1Pm4y1x7Sj,李铁盒的游戏笔记,10324248,15013,5600,763340,488615,392040,14560,"['早安大森林', '万物皆可游戏', '游戏', '单机游戏', '我的世界', 'MC', '光头强', '童年', '熊大', '还原', '熊出没', '熊二', '狗熊岭']"
【散人】国产悬疑惊悚《三伏》 旧时代三眼神童之谜（完结共6P）,BV1M94y1i7ds,https://b23.tv/BV1M94y1i7ds,逍遥散人,5237166,136766,18263,246491,229676,129370,50445,"['整点电子榨菜', '游戏', '单机游戏', '国产', '神童', '散人', '解谜', '恐怖', '悬疑', '逍遥散人', '三伏', '整点电子榨菜第三期']"
史上最强台球赛,BV1ak4y137NB,https://b23.tv/BV1ak4y137NB,杜海皇,7039939,35182,9754,398481,126277,100203,7993,"['搞笑研究所', '生活', '搞笑', '搞笑', '魔性', '生活', '幽默', '高能', '逗比', '日常', '沙雕', '杜海皇', '搞笑研究所2023 5.0 爆笑一夏']"
谁 是 宠 物 ?,BV11m4y1s75M,https://b23.tv/BV11m4y1s75M,老番茄,6577881,25670,6374,473900,194993,112664,14744,"['万物皆可塞尔达', '游戏', '单机游戏', '人类一败涂地', '搞笑', '中国BOY', '老番茄', '花少北', '娱乐', '某幻', '宠物', '沙雕', '万物皆可游戏 塞尔达篇']"
超燃打戏！功夫皇帝李连杰，22年前豪取15亿票房！,BV1vm4y1x7SX,https://b23.tv/BV1vm4y1x7SX,摩斯神探,6796044,7648,2697,439224,29259,54874,6197,"['影视热点观察', '影视', '影视杂谈', '电影解说', '动作电影', '动作电影推荐', '李连杰电影推荐', '超燃打戏', '开启暑假的100种方式']"
【蔚蓝档案】公测PV：与你的日常，就是奇迹！,BV1Th4y157eJ,https://b23.tv/BV1Th4y157eJ,蔚蓝档案,4416958,1913,11008,127186,20914,22970,8259,"['Blue Canvas', '游戏', '手机游戏', '手机游戏', '美少女', '二次元', 'PV', '蔚蓝档案', '蔚蓝档案8月3日上线', '蔚蓝档案公测PV']"
看完7月新番，我彻底疯狂！彻底疯狂！！【泛式】,BV1jV411579H,https://b23.tv/BV1jV411579H,泛式,5665707,21475,11028,413118,190132,81377,32654,"['动画', '动漫杂谈', '死神', '咒术回战', '搞笑', '新番', '恋爱', '泛式', '吐槽', '杂谈', '异世界', 'MYGO']"
尸灾  第一季 第一集  序幕,BV1cu4y1m7Qj,https://b23.tv/BV1cu4y1m7Qj,警官康文,2070599,2524,2849,154905,95913,37481,5540,"['人人都是艺术家', '生活', '手工', '定格动画', '乐高', '电影', '恐怖', '丧尸', '尸灾', '积木', '一起做手工吧！8.0夏日手作大赏']"
百人吹奏乐器之王有多震撼？！斗战胜佛bgm高燃登场！,BV1CX4y1j71f,https://b23.tv/BV1CX4y1j71f,梦幻西游电脑版,2435118,1493,1419,155044,31534,27279,2542,"['小刀会序曲', '音乐', '音乐综合', '动感视频', '梦幻西游', '网络游戏', '音乐', '游戏视频', '梦幻西游电脑版']"
他非要在相亲的时候露一手！！！【阅片无数3rd 特别篇】,BV1Qp4y1G7ev,https://b23.tv/BV1Qp4y1G7ev,凉风Kaze,5887683,24565,9130,264225,50908,29213,31626,"['搞笑研究所', '生活', '搞笑', '搞笑', '高能', '奇葩', '杂谈', '吐槽', '沙雕', '名场面', '相亲', '凉风Kaze', '搞笑研究所2023 5.0 爆笑一夏']"
《卡拉彼丘》PC今日正式上线 | 剧情CG「赤刃行动」,BV19z4y1W7MT,https://b23.tv/BV19z4y1W7MT,卡拉彼丘,1457888,928,8236,71789,1783,5497,3691,"['游戏', '网络游戏', '卡拉彼丘', '射击游戏', '网络游戏', 'CG', '卡拉比丘8月3日上线', '剪刀手', '欧泊', '卡拉比丘']"
猫房子第二集更新了 感谢大家的支持和喜欢,BV17k4y137tQ,https://b23.tv/BV17k4y137tQ,爱鼓捣的邢志磊,8409838,3106,3459,396400,79970,73632,33836,"['浪漫', '自制猫窝大赏', '动物圈', '喵星人', '喵星人', '猫房子', '年轻人生活图鉴']"
“我不喜欢吃这个”“特意给你买的，我都舍不得吃”,BV1px4y1X7LM,https://b23.tv/BV1px4y1X7LM,王先生-_,5465058,10786,11222,661378,111827,190993,30265,"['搞笑研究所', '生活', '搞笑', '搞笑', '原创', '搞笑视频', '爆笑', '吐槽', '沙雕', '搞笑研究所2023 5.0 爆笑一夏']"
把病娇治好了,BV1Wk4y137aA,https://b23.tv/BV1Wk4y137aA,花少北丶,5944916,50517,10599,405048,141929,173797,21672,"['推荐宝藏游戏', '游戏', '单机游戏', 'IU', '搞笑', '剧情', '病娇', '李知恩', '游戏实况', '花少北', '沙雕', 'AI女友']"
【罗翔】被人遗忘也许才是真正的纪念，谈谈李白、杜甫与高适。。,BV18V4y1q749,https://b23.tv/BV18V4y1q749,罗翔说刑法,2806199,7068,4038,287527,42767,32043,9939,"['知识', '社科·法律·心理', '长安三万里', '罗翔', '历史', '诗词', '李白', '杜甫', '安史之乱', '遗忘', '高适']"
【鬼谷说】藤壶：那诡寄多端的过往……,BV1AX4y1J7TU,https://b23.tv/BV1AX4y1J7TU,芳斯塔芙,4470436,19673,5188,452730,76187,85519,11666,"['万物研究所', '知识', '科学科普', '古生物', '蔓足类', '鞘甲纲', '演化', '寄生', '藤壶', '鬼谷说', '万物研究所·奖学金计划']"
【轰】我精神状态超好的啦！！,BV1Nh4y1C7c8,https://b23.tv/BV1Nh4y1C7c8,米尼麦泥轰,13479383,7374,5983,919183,86730,280872,55290,"['动画短片群星计划', '动画', '短片·手书', '手书', '绘画', '搞笑', '原创动画', '阴暗的爬行', '发癫', '精神状态', '动画嘉年华·2023夏梦群响']"
暴躁做饭丨辣炒牛蛙,BV1jm4y1j7Ey,https://b23.tv/BV1jm4y1j7Ey,吃不胖的放心,4386228,15447,5550,333964,9551,36142,38327,"['普通人的美食日常', '美食', '美食制作', '家常菜', '暴躁做饭', '炒面', '辣炒牛蛙', '四季美食·炎炎夏日·美食解暑气']"
双人洗刷刷，这次我俩把海绵宝宝的工位都洗干净了！,BV1Pz4y1s7b9,https://b23.tv/BV1Pz4y1s7b9,中国BOY超级大猩猩,3518201,17431,2632,248851,71733,42342,4689,"['整点电子榨菜', '游戏', '单机游戏', '搞笑', '中国BOY', '童年', '海绵宝宝', '老番茄', '冲就完事模拟器', '双人']"
百大UP vs 全美最爆汉堡！突袭美食博主家，谁做的更好吃？,BV1pm4y1x7PY,https://b23.tv/BV1pm4y1x7PY,Meetfood觅食,4513041,7390,1519,398374,155330,64553,2790,"['普通人的美食日常', '美食', '美食侦探', '汉堡', '试吃', '4K', '吃货', 'JoeJoe', '百大', '挑战', '美食博主', '大碗拿铁', '四季美食·炎炎夏日·美食解暑气']"
我偷偷摸摸去逛了漫展🫣,BV1Cx4y1X7Pe,https://b23.tv/BV1Cx4y1X7Pe,卡琳娜和揉西,6053343,2379,4189,982268,29395,51192,13956,"['仕事はつらいぜ (工作真辛苦)', '仿妆cos大神召集令', '时尚', '仿妆cos', '美妆', '服饰', '二次元', '小姐姐', '日常', 'Cosplay', '仿妆cos大神暑期征集令']"
如果你感到迷茫，就坚持把这个视频看完,BV17N411Y7GM,https://b23.tv/BV17N411Y7GM,白小纯2019,3598887,4884,4312,391437,174508,142007,50991,"['红日 (粤语)', '我在B站看动画节', '动画', '综合', '宇智波斑', '搞笑', '动画', '励志', '红日', '火影忍者', '恶搞', '综合', '动画恶搞']"
《明日方舟》EP - Miss You,BV1H14y1B7zQ,https://b23.tv/BV1H14y1B7zQ,明日方舟,1650230,12214,10679,168318,76927,49985,16606,"['Miss You', '音乐', '原创音乐', '明日方舟']"
世界上最快乐的人，是擅于遗忘的人。,BV1wx4y1X73a,https://b23.tv/BV1wx4y1X73a,池早是我,5907648,2172,4914,865173,165692,109099,21792,"['生活', '日常', '生活', '治愈', '故事']"
第一次当知名coser卡琳娜的保镖，我被她的粉丝吓坏了,BV1Mz4y147Mo,https://b23.tv/BV1Mz4y147Mo,拉宏桑,6339220,9920,5121,627234,53179,82492,22740,"['随手记录我的生活碎片', '生活', '日常', '搞笑', 'cosplay', '高能', '日常', '保镖', '打工', '卡琳娜', '夏日游园会']"
开战斗机上学是什么体验？入学中国最牛大学,BV1Dj41167sz,https://b23.tv/BV1Dj41167sz,终极小腾,4512040,5264,5001,221728,40529,50348,7982,"['空军航空开放活动', '汽车', '汽车生活', '战斗机', '英雄', '飞机', '大学', '旅行', '游戏', '日常', '中国', '毕业']"
《七日世界》异常入侵PV揭露丨埋葬天真，让我看清世界真相,BV1Jj411r7r6,https://b23.tv/BV1Jj411r7r6,七日世界官方,2126560,1132,2144,53819,1676,7806,6870,"['游戏', '网络游戏', '怪谈', '超自然', '游戏', '生存游戏', '七日世界', '开放世界', '新怪谈']"
有一种只属于B站的美！,BV1pp4y157A9,https://b23.tv/BV1pp4y157A9,Baka恶魔,3128563,5068,4777,428703,222947,231963,12034,"['Shape Of You', '这个MAD真厉害', '动画', 'MAD·AMV', '轻音少女', '你的名字', 'AMV', 'MAD', '唯美', '二次元', '治愈向', 'B站', '新人向', '动画嘉年华·2023夏梦群响']"
【明日方舟】重岳传奇【狄龙顾dillongoo】,BV1ph4y1c7Ro,https://b23.tv/BV1ph4y1c7Ro,狄龙顾,1064154,2680,3620,176160,137568,87997,28895,"['动画短片群星计划', '动画', 'MMD·3D', '明日方舟', '同人', '自制', '动画', '有趣', 'arknights', '中字', 'dillongoo', '动画嘉年华·2023夏梦群响']"
【星穹铁道动画】开拓者你怎么谁都抽啊！！！！！,BV1rp4y1G7X7,https://b23.tv/BV1rp4y1G7X7,WildKoko木可,3706278,1608,2269,445761,92690,253450,27213,"['Monkeybiz', '崩坏：星穹铁道创作者激励计划', '动画', 'MMD·3D', '姬子', 'MMD', '崩坏：星穹铁道', '丹恒', '卡芙卡', '刃', '罗刹', '瓦尔特杨', '三月七']"
老师跑了一千多公里上门检查作业,BV1q94y1e7jX,https://b23.tv/BV1q94y1e7jX,乡村教师日记,1193950,4939,3091,94110,55696,5625,1597,"['这世界那么多人', '记录美好农村生活', '生活', '三农', '搞笑', '可爱', '童年', '教育', '丁老师', '乡村教师日记', '治愈系', '留守儿童', '小学生', '三农繁星计划11.0 返乡种出一个夏天']"
《崩坏3》「林海绮律」线上音乐会,BV1w94y1i7f1,https://b23.tv/BV1w94y1i7f1,崩坏3第一偶像爱酱,2629384,75623,10352,198231,206362,84254,24929,[]
我和100位女孩一起，迎接初潮！,BV1mm4y1s7Fh,https://b23.tv/BV1mm4y1s7Fh,塑料叉FOKU,3513238,4389,4341,281454,31932,38212,7102,"['生活', '日常', '青春', '校园', '生活记录', '生活', '不简单女生互助计划', '高洁丝', '女孩', '生理', '成长', '女生不简单']"
【街头钢琴】史诗级的钢琴大战，30秒围满观众,BV1ap4y157Zn,https://b23.tv/BV1ap4y157Zn,街头钢琴DrK,5853131,3894,3132,360276,37502,59597,8295,"['人类驯服手指演奏挑战', '音乐', '演奏', '钢琴', '演奏', '街头表演', '伦敦', '钢琴曲', '钢琴演奏', '弹钢琴', '街头钢琴', '郎朗上头演奏挑战']"
好耶！当看板娘的日子终于结束咯！！！,BV1u14y1B7pR,https://b23.tv/BV1u14y1B7pR,马刀刻森,3223341,3269,1245,172522,25521,19040,1516,"['新资料片九黎之影', '动画', '短片·手书', '动画短片', '搞笑', '情感', '原创动画', '剧情', '河神', '蚩尤', '梦幻西游电脑版']"
没 当 过 窗 户 吗？！,BV1qM4y1H7dg,https://b23.tv/BV1qM4y1H7dg,茶咩cc,3836032,2919,1758,287551,21461,57658,14949,"['鬼畜星探企划', '鬼畜', '鬼畜剧场', '搞笑', '大哥给你申请的网贷', '网贷大哥', '沙雕']"
深度解读《芭比》，绝非只是一部“女性爽片”！,BV1Fm4y1x7j7,https://b23.tv/BV1Fm4y1x7j7,切片计划,1378866,3746,3614,103091,65398,37349,13982,"['影视文化漫谈', '影视', '影视杂谈', '小丑女', '影评杂谈', '瑞恩·高斯林', '高司令', '肯', '芭比', '女性主义', '格蕾塔·葛韦格', '玛格特·罗比', '开启暑假的100种方式']"
网红悬崖酒店，最高凭啥一万多一晚？,BV1rx4y1X7Lv,https://b23.tv/BV1rx4y1X7Lv,滤镜粉碎机,1589266,4259,1841,78474,25840,14488,10321,"['星海计划', '资讯', '社会', '摄影', '旅游', '生活', '社会', '测评', '高能', '吐槽', '悬崖民宿', '望仙谷']"
从【孟宴臣自毁】看东亚家庭教育悲剧：家庭内部权力结构，控制狂母亲与消失的父亲分别扮演了什么角色？孩子的意志是如何被抹杀的？,BV19P411z7L4,https://b23.tv/BV19P411z7L4,进击的空空,1026291,3664,5758,77530,33736,27040,6315,"['浮光 (The History)', '新剧好剧一起看', '影视', '影视杂谈', '魏大勋', '杨洋', '母亲', '家庭', '许沁', '我的人间烟火', '孟宴臣', '父母', '王楚然', '开启暑假的100种方式']"
室温超导被韩国团队正式实现了？？？,BV12h4y1k73o,https://b23.tv/BV12h4y1k73o,毕的二阶导,3986642,3206,11602,262108,12097,16861,16594,"['3分钟分享一个科学知识', '知识', '科学科普', '韩国', '科普', '物理', '科学知识', '室温超导', '科研', '超导', '科技突破', '科研成果', '万物研究所·奖学金计划']"
